[run number],number-of-scouts,reorient-tick,cost-leaving,cost-of-infection,disease-prevalence,cost-perception-distance,cost-perception-angle,cost-walk-speed,cost-leading,cost-disappointment,[step],nest-energy,ind-ant-times-visited,total-num-food-visits,total-num-food-visits-returned,total-num-food-visits-returned-ui,total-num-food-visits-returned-i,total-num-ants-visited,total-num-active-ants,total-foraging-distance,total-foraging-distance-ui,total-foraging-distance-i,forager-energy-ui,forager-energy-i,total-steps-taken,number-tr
3138,25,5,0,0.2,0.1,1,0,0,0,0,5400,933.7036256,12.97,1297,1245,1132,113,98,100,166195.2,148449.6,17745.6,895.6671438,91.3445782,207744,80
3139,25,5,0,0.3,0.1,1,0,0,0,0,5400,837.705583,11.59,1159,1117,1017,100,99,100,155968,139223.2,16744.8,801.4699706,79.7386331,194960,92
3140,25,5,0,0.4,0.1,1,0,0,0,0,5400,822.7046264,11.31,1131,1097,999,98,97,100,165525.6,145378.4,20147.2,784.4868369,75.96259239,206907,82
3141,25,5,0,0.5,0.1,1,0,0,0,0,5400,866.2024961,12.02,1202,1155,1039,116,99,100,167416.8,148223.2,19193.6,823.9234667,89.87538554,209271,89
3142,25,5,0,0.6,0.1,1,0,0,0,0,5400,752.9557273,10.52,1052,1004,925,79,98,100,161025.6,136492,24533.6,742.4083072,61.09875095,201282,93
3136,25,5,0,0,0.1,1,0,0,0,0,5400,884.9541481,12.2,1220,1180,1065,115,99,100,160816.8,144298.4,16518.4,834.8059167,90.14495406,201021,88
3143,25,5,0,0.7,0.1,1,0,0,0,0,5400,908.952799,12.52,1252,1212,1101,111,100,100,164963.2,145754.4,19208.8,861.3617209,85.66913114,206204,84
3144,25,5,0,0.8,0.1,1,0,0,0,0,5400,872.2033423,11.87,1187,1163,1085,78,99,100,167005.6,145428.8,21576.8,843.680572,60.39965487,208757,93
3145,25,5,0,0.9,0.1,1,0,0,0,0,5400,796.4570017,11,1100,1062,997,65,96,100,169962.4,146444.8,23517.6,783.4865105,50.09281466,212453,93
3146,25,5,0,0.995,0.1,1,0,0,0,0,5400,821.955373,11.23,1123,1096,1030,66,97,100,168500.8,148767.2,19733.6,805.6857969,50.01272282,210626,91
3147,25,5,0,0,0.5,1,0,0,0,0,5400,905.2030261,12.46,1246,1207,582,625,100,100,160969.6,78888.8,82080.8,459.3446471,485.9186742,201212,82
3148,25,5,0,0.1,0.5,1,0,0,0,0,5400,785.9552967,10.95,1095,1048,529,519,98,100,163075.2,81400.8,81674.4,422.2188827,412.3250463,203844,90
3150,25,5,0,0.3,0.5,1,0,0,0,0,5400,749.2077706,10.31,1031,999,541,458,97,100,153675.2,79460.8,74214.4,423.3444766,364.483575,192094,82
3151,25,5,0,0.4,0.5,1,0,0,0,0,5400,800.9547209,10.93,1093,1068,546,522,99,100,158800,75559.2,83240.8,431.1519207,407.3995726,198500,99
3152,25,5,0,0.5,0.5,1,0,0,0,0,5400,802.4563374,11.1,1110,1070,606,464,95,100,170596.8,80992,89604.8,474.2190139,369.2788674,213246,96
3153,25,5,0,0.6,0.5,1,0,0,0,0,5400,796.4518281,10.94,1094,1062,561,501,98,100,177424.8,81412.8,96012,441.3626278,394.7831665,221781,97
3154,25,5,0,0.7,0.5,1,0,0,0,0,5400,679.4595691,9.37,937,906,529,377,95,100,165518.4,70109.6,95408.8,416.4785932,298.1458502,206898,98
3155,25,5,0,0.8,0.5,1,0,0,0,0,5400,698.2065909,9.53,953,931,531,400,94,100,173333.6,81108,92225.6,410.168973,315.278078,216667,101
3149,25,5,0,0.2,0.5,1,0,0,0,0,5400,875.2047167,12.1,1210,1167,602,565,98,100,166379.2,79448.8,86930.4,478.7444808,444.9859396,207974,91
3156,25,5,0,0.9,0.5,1,0,0,0,0,5400,587.2126621,8.13,813,783,502,281,90,100,180899.2,77684,103215.2,397.5950301,219.755961,226124,107
3158,25,5,0,0,0.9,1,0,0,0,0,5400,836.1998773,11.48,1148,1115,123,992,100,100,170200.8,15032,155168.8,96.26415847,779.0088376,212751,86
3157,25,5,0,0.995,0.5,1,0,0,0,0,5400,608.9649185,8.42,842,812,559,253,87,100,194895.2,79481.6,115413.6,443.4382359,196.4897389,243619,125
3159,25,5,0,0.1,0.9,1,0,0,0,0,5400,789.7072584,11.07,1107,1053,118,935,98,100,155352,16683.2,138668.8,92.71365512,746.7701382,194190,91
3160,25,5,0,0.2,0.9,1,0,0,0,0,5400,793.4538561,10.93,1093,1058,105,953,100,100,162296.8,16561.6,145735.2,81.96369011,745.2617295,202871,92
3161,25,5,0,0.3,0.9,1,0,0,0,0,5400,812.9530479,11.21,1121,1084,111,973,98,100,167167.2,13456.8,153710.4,89.10839004,766.309292,208959,89
3163,25,5,0,0.5,0.9,1,0,0,0,0,5400,737.9549149,10.13,1013,984,111,873,98,100,169532,16443.2,153088.8,85.91997804,684.2907292,211915,94
3164,25,5,0,0.6,0.9,1,0,0,0,0,5400,668.9608521,9.24,924,892,117,775,90,100,174864.8,15919.2,158945.6,92.90763905,613.7014454,218581,99
3165,25,5,0,0.7,0.9,1,0,0,0,0,5400,539.9642397,7.54,754,720,116,604,88,100,182573.6,15048.8,167524.8,89.14540602,484.2613202,228217,103
3166,25,5,0,0.8,0.9,1,0,0,0,0,5400,447.7164816,6.19,619,597,88,509,89,100,163590.4,17432.8,146157.6,68.74467511,410.8241032,204488,99
3167,25,5,0,0.9,0.9,1,0,0,0,0,5400,257.2298459,3.82,382,343,40,303,83,100,142772,7628,135144,35.71017267,260.6962183,178465,90
3168,25,5,0,0.995,0.9,1,0,0,0,0,5400,115.4929576,1.67,167,154,24,130,52,77,121455.2,4972.8,116482.4,21.99223409,112.720662,151819,64
3169,25,5,0,0,0.1,0,1,0,0,0,5400,984.7011691,13.52,1352,1313,1190,123,100,100,166613.6,150560.8,16052.8,930.9102493,95.68884452,208267,88
3162,25,5,0,0.4,0.9,1,0,0,0,0,5400,789.7042472,10.95,1095,1053,122,931,98,100,170984,14922.4,156061.6,96.37044444,737.6773192,213730,92
3171,25,5,0,0.2,0.1,0,1,0,0,0,5400,853.4537088,11.8,1180,1138,1023,115,98,100,164769.6,148428.8,16340.8,806.9296507,90.17000618,205962,83
3170,25,5,0,0.1,0.1,0,1,0,0,0,5400,810.7046773,11.31,1131,1081,970,111,97,100,168440,155052,13388,771.4776197,87.62091328,210550,83
3172,25,5,0,0.3,0.1,0,1,0,0,0,5400,839.2058786,11.6,1160,1119,1002,117,97,100,162350.4,143220.8,19129.6,789.2249929,91.29415463,202938,83
3173,25,5,0,0.4,0.1,0,1,0,0,0,5400,890.2029451,12.32,1232,1187,1071,116,100,100,161778.4,141760,20018.4,849.3941905,90.61263204,202223,86
3174,25,5,0,0.5,0.1,0,1,0,0,0,5400,945.702018,13.08,1308,1261,1137,124,99,100,168349.6,150164.8,18184.8,897.660368,98.35694582,210437,89
3175,25,5,0,0.6,0.1,0,1,0,0,0,5400,888.701821,12.27,1227,1185,1081,104,99,100,168700,150200.8,18499.2,844.4228648,83.46934892,210875,94
3178,25,5,0,0.9,0.1,0,1,0,0,0,5400,845.2024572,11.62,1162,1127,1054,73,100,100,164565.6,144149.6,20416,830.0872176,57.52501336,205707,102
3177,25,5,0,0.8,0.1,0,1,0,0,0,5400,841.4522815,11.66,1166,1122,1032,90,99,100,168208,148402.4,19805.6,811.7421683,69.74395251,210260,98
3179,25,5,0,0.995,0.1,0,1,0,0,0,5400,769.4543622,10.67,1067,1026,970,56,100,100,160956.8,139478.4,21478.4,770.4761479,44.01219011,201196,99
3180,25,5,0,0,0.5,0,1,0,0,0,5400,856.4539677,11.81,1181,1142,577,565,98,100,165090.4,82700,82390.4,453.1309851,443.2310746,206363,89
3181,25,5,0,0.1,0.5,0,1,0,0,0,5400,899.9529777,12.36,1236,1200,606,594,99,100,162510.4,79342.4,83168,472.3195128,466.6308387,203138,85
3182,25,5,0,0.2,0.5,0,1,0,0,0,5400,872.2034345,11.96,1196,1163,585,578,100,100,162645.6,82458.4,80187.2,459.3123097,451.8880056,203307,95
3176,25,5,0,0.7,0.1,0,1,0,0,0,5400,923.2015002,12.79,1279,1231,1126,105,99,100,170192,151392,18800,891.2287543,80.65675471,212740,98
3184,25,5,0,0.4,0.5,0,1,0,0,0,5400,757.453906,10.47,1047,1010,534,476,99,100,166884.8,79388.8,87496,421.1007476,377.2545198,208606,94
3183,25,5,0,0.3,0.5,0,1,0,0,0,5400,714.7044197,9.84,984,953,508,445,99,100,159996.8,80985.6,79011.2,403.431517,354.4071124,199996,100
3186,25,5,0,0.6,0.5,0,1,0,0,0,5400,733.4507788,10.07,1007,978,545,433,99,100,177216.8,80244.8,96972,426.9629865,341.6578704,221521,91
3185,25,5,0,0.5,0.5,0,1,0,0,0,5400,784.4554065,10.86,1086,1046,549,497,97,100,168269.6,80955.2,87314.4,435.9815195,391.4295793,210337,100
3187,25,5,0,0.7,0.5,0,1,0,0,0,5400,755.2010281,10.54,1054,1007,530,477,100,100,178594.4,79483.2,99111.2,424.6194712,375.0322307,223243,110
3188,25,5,0,0.8,0.5,0,1,0,0,0,5400,716.201681,9.92,992,955,557,398,99,100,177152,77806.4,99345.6,441.4824941,311.8384103,221440,121
3191,25,5,0,0,0.9,0,1,0,0,0,5400,931.4513186,12.86,1286,1242,127,1115,99,100,170485.6,18362.4,152123.2,100.1693886,878.1097721,213107,85
3190,25,5,0,0.995,0.5,0,1,0,0,0,5400,572.9561365,7.98,798,764,500,264,96,100,184650.4,73544.8,111105.6,399.3338062,210.5410602,230813,124
3192,25,5,0,0.1,0.9,0,1,0,0,0,5400,888.7020307,12.35,1235,1185,107,1078,99,100,168734.4,18664,150070.4,84.0130468,857.0354003,210918,80
3193,25,5,0,0.2,0.9,0,1,0,0,0,5400,881.9527702,12.08,1208,1176,126,1050,98,100,169980,17033.6,152946.4,98.28854452,820.4345267,212475,91
3194,25,5,0,0.3,0.9,0,1,0,0,0,5400,747.70115,10.29,1029,997,112,885,99,100,177681.6,15497.6,162184,87.97651654,697.9004516,222102,91
3196,25,5,0,0.5,0.9,0,1,0,0,0,5400,763.4513235,10.5,1050,1018,116,902,99,100,175666.4,14099.2,161567.2,87.70194526,711.9568969,219583,104
3195,25,5,0,0.4,0.9,0,1,0,0,0,5400,754.451739,10.45,1045,1006,114,892,99,100,179272.8,15819.2,163453.6,89.73266744,706.2063143,224091,96
3197,25,5,0,0.6,0.9,0,1,0,0,0,5400,704.1985941,9.65,965,939,112,827,98,100,185258.4,15845.6,169412.8,86.9639123,646.8545082,231573,113
3199,25,5,0,0.8,0.9,0,1,0,0,0,5400,595.4490157,8.23,823,794,113,681,98,100,198278.4,15434.4,182844,88.18279003,538.7941658,247848,130
3198,25,5,0,0.7,0.9,0,1,0,0,0,5400,518.9568694,7.25,725,692,87,605,94,100,179504.8,16711.2,162793.6,71.05114533,479.0190436,224381,125
3189,25,5,0,0.9,0.5,0,1,0,0,0,5400,661.4509777,9.1,910,882,556,326,97,100,185511.2,76487.2,109024,434.5203991,257.6229496,231889,116
3200,25,5,0,0.9,0.9,0,1,0,0,0,5400,473.9533237,6.6,660,632,92,540,96,100,194193.6,15322.4,178871.2,74.35782796,426.8954025,242742,152
3202,25,5,0,0,0.1,0,0,1,0,0,5400,842.9532094,11.61,1161,1124,1011,113,99,100,163474.4,149790.4,13684,795.7729864,90.78332152,204343,88
3203,25,5,0,0.1,0.1,0,0,1,0,0,5400,884.9523936,12.21,1221,1180,1077,103,100,100,161338.72,145656.08,15682.64,850.5554973,80.81343832,203808,85
3201,25,5,0,0.995,0.9,0,1,0,0,0,5400,341.2077943,4.75,475,455,67,388,97,100,179283.2,11845.6,167437.6,54.30263996,313.2114181,224104,163
3204,25,5,0,0.2,0.1,0,0,1,0,0,5400,867.7025551,11.97,1197,1157,1058,99,100,100,159240.48,144393.44,14847.04,830.0871095,79.45060871,203687,87
3205,25,5,0,0.3,0.1,0,0,1,0,0,5400,810.7008427,11.1,1110,1081,1015,66,100,100,166778.72,151919.92,14858.8,792.3723017,51.2311273,216133,94
3207,25,5,0,0.5,0.1,0,0,1,0,0,5400,795.703055,10.87,1087,1061,1041,20,97,100,167252.8,151884,15368.8,807.9473103,14.99089108,227287,93
3208,25,5,0,0.6,0.1,0,0,1,0,0,5400,817.4551342,11.22,1122,1090,1065,25,99,100,151373.28,140306.72,11066.56,833.2133748,18.7420326,208056,103
3209,25,5,0,0.7,0.1,0,0,1,0,0,5400,845.2036667,11.82,1182,1127,1111,16,98,100,163634.48,153834.56,9799.92,882.1779251,13.15934524,231113,90
3210,25,5,0,0.8,0.1,0,0,1,0,0,5400,831.705072,11.5,1150,1109,1095,14,98,100,155835.36,149196.96,6638.4,859.9669001,11.09695707,224619,97
3211,25,5,0,0.9,0.1,0,0,1,0,0,5400,794.9549847,10.92,1092,1060,1049,11,94,100,155284.64,151469.6,3815.04,819.2662245,8.990348582,228799,96
3212,25,5,0,0.995,0.1,0,0,1,0,0,5400,760.4579191,10.58,1058,1014,1014,0,97,100,148982.268,148517.6,464.668,798.1296233,5.993538478,212065,80
3213,25,5,0,0,0.5,0,0,1,0,0,5400,919.4542895,12.51,1251,1226,588,638,98,100,167520.8,79781.6,87739.2,455.9756268,494.2981974,209401,92
3206,25,5,0,0.4,0.1,0,0,1,0,0,5400,731.205511,10.05,1005,975,937,38,99,100,150274.24,135779.68,14494.56,737.3647662,30.85524149,199452,91
3214,25,5,0,0.1,0.5,0,0,1,0,0,5400,832.4513382,11.51,1151,1110,556,554,100,100,159094.88,83218.08,75876.8,439.2870491,437.8242733,209398,84
3215,25,5,0,0.2,0.5,0,0,1,0,0,5400,758.9528267,10.53,1053,1012,518,494,99,100,148995.84,75807.36,73188.48,408.5704963,391.9096359,209202,90
3216,25,5,0,0.3,0.5,0,0,1,0,0,5400,740.9490661,10.22,1022,988,574,414,98,100,157814.24,85305.68,72508.56,448.3238647,324.7936066,235507,114
3217,25,5,0,0.4,0.5,0,0,1,0,0,5400,589.4577921,8.16,816,786,553,233,98,100,142500.96,74543.36,67957.6,437.2021503,180.0473039,232573,133
3218,25,5,0,0.5,0.5,0,0,1,0,0,5400,539.9556681,7.47,747,720,559,161,95,100,138292.4,77867.6,60424.8,441.1135724,126.7645549,243258,167
3219,25,5,0,0.6,0.5,0,0,1,0,0,5400,479.9601087,6.69,669,640,555,85,90,100,130449.44,73477.28,56972.16,440.4461812,68.88952148,263284,141
3221,25,5,0,0.8,0.5,0,0,1,0,0,5400,413.9670887,5.81,581,552,491,61,85,100,94848.64,66466.4,28382.24,391.8108475,49.29811716,244972,130
3222,25,5,0,0.9,0.5,0,0,1,0,0,5400,385.467077,5.38,538,514,459,55,88,100,88153.84,74367.28,13786.56,364.9272824,45.46664312,229796,118
3223,25,5,0,0.995,0.5,0,0,1,0,0,5400,360.730474,5.4,540,481,481,0,85,100,69671.424,67327.2,2344.224,385.5794497,26.22137976,201172,83
3224,25,5,0,0,0.9,0,0,1,0,0,5400,753.7060352,10.38,1038,1005,105,900,99,100,158480.8,13423.2,145057.6,82.90840007,711.2931833,198101,89
3225,25,5,0,0.1,0.9,0,0,1,0,0,5400,866.2009927,11.88,1188,1155,134,1021,100,100,157714.64,16104.48,141610.16,106.1450767,804.3456936,216781,89
3226,25,5,0,0.2,0.9,0,0,1,0,0,5400,704.2038852,9.61,961,939,124,815,97,100,144746.4,15376.48,129369.92,96.43903392,640.7444042,221254,91
3220,25,5,0,0.7,0.5,0,0,1,0,0,5400,420.7149026,5.9,590,561,485,76,89,100,111459.28,68150.48,43308.8,383.7790726,60.45807425,257384,133
3227,25,5,0,0.3,0.9,0,0,1,0,0,5400,558.7031308,7.74,774,745,106,639,98,100,137445.44,13539.36,123906.08,83.05833963,509.9710348,238027,117
3229,25,5,0,0.5,0.9,0,0,1,0,0,5400,144.723409,2.05,205,193,31,162,81,87,70811.6,4519.6,66292,26.21104624,132.9784491,171188,88
3228,25,5,0,0.4,0.9,0,0,1,0,0,5400,325.4629313,4.54,454,434,88,346,95,100,112093.6,11987.84,100105.76,70.44626296,278.6556529,222807,153
3231,25,5,0,0.7,0.9,0,0,1,0,0,5400,20.23702337,0.29,29,27,8,19,19,33,27268.72,2974.64,24294.08,6.749072101,14.97534584,104634,9
3230,25,5,0,0.6,0.9,0,0,1,0,0,5400,68.98288086,0.93,93,92,51,41,37,56,55425.76,9522.4,45903.36,39.93451125,31.46541816,153758,39
3232,25,5,0,0.8,0.9,0,0,1,0,0,5400,42.7427503,0.62,62,57,38,19,21,45,29518.72,7030.4,22488.32,30.74785497,15.71648529,145924,23
3234,25,5,0,0.995,0.9,0,0,1,0,0,5400,38.99686394,0.69,69,52,52,0,21,45,11750.152,10718.4,1031.752,42.41547886,10.90329442,51043,20
3235,25,5,0,0,0.1,0,0,0,1,0,5400,862.4546269,11.93,1193,1150,1027,123,100,100,155832.8,141480,14352.8,813.1192761,98.33936646,194791,92
3233,25,5,0,0.9,0.9,0,0,1,0,0,5400,61.49329794,0.87,87,82,65,17,25,52,19949.2,7723.2,12226,49.947646,15.71515609,152327,29
3236,25,5,0,0.1,0.1,0,0,0,1,0,5400,884.2023701,12.22,1222,1179,1080,99,100,100,164932,148296,16636,845.5546952,80.22616711,206165,87
3237,25,5,0,0.2,0.1,0,0,0,1,0,5400,884.9522881,12.23,1223,1180,1060,120,100,100,164265.6,148282.4,15983.2,830.2797035,95.35136654,205332,101
3238,25,5,0,0.3,0.1,0,0,0,1,0,5400,860.2042804,11.9,1190,1147,1036,111,98,100,161553.6,147420.8,14132.8,814.1362122,88.54568131,201942,89
3239,25,5,0,0.4,0.1,0,0,0,1,0,5400,894.7035109,12.44,1244,1193,1064,129,98,100,166304,148465.6,17838.4,841.2358955,101.1570461,207880,87
3240,25,5,0,0.5,0.1,0,0,0,1,0,5400,857.9556478,11.91,1191,1144,1028,116,99,100,156362.4,142060.8,14301.6,813.4316009,90.28937943,195453,85
3241,25,5,0,0.6,0.1,0,0,0,1,0,5400,882.7024755,12.13,1213,1177,1048,129,99,100,166016.8,148977.6,17039.2,822.6857397,100.9822921,207521,85
3243,25,5,0,0.8,0.1,0,0,0,1,0,5400,787.4559136,10.86,1086,1050,948,102,99,100,155428,142068.8,13359.2,746.9816014,80.97716842,194285,88
3244,25,5,0,0.9,0.1,0,0,0,1,0,5400,792.704923,10.86,1086,1057,953,104,100,100,153896,136110.4,17785.6,753.8646727,82.30706303,192370,90
3245,25,5,0,0.995,0.1,0,0,0,1,0,5400,787.456665,10.87,1087,1050,934,116,98,100,157259.2,142243.2,15016,741.4940483,92.0891592,196574,89
3246,25,5,0,0,0.5,0,0,0,1,0,5400,849.7052152,11.74,1174,1133,585,548,97,100,163852.8,84717.6,79135.2,456.7928689,434.344572,204816,91
3247,25,5,0,0.1,0.5,0,0,0,1,0,5400,827.9563817,11.47,1147,1104,533,571,100,100,155220,72492,82728,419.9278591,452.2372228,194025,85
3248,25,5,0,0.2,0.5,0,0,0,1,0,5400,849.7065547,11.73,1173,1133,537,596,99,100,151548.8,73483.2,78065.6,420.9900513,470.2323997,189436,83
3249,25,5,0,0.3,0.5,0,0,0,1,0,5400,808.4559446,11.25,1125,1078,543,535,100,100,158910.4,75661.6,83248.8,433.9393914,422.9183096,198638,91
3250,25,5,0,0.4,0.5,0,0,0,1,0,5400,776.2069061,10.75,1075,1035,509,526,99,100,152224.8,76353.6,75871.2,399.7266834,416.0393187,190281,96
3251,25,5,0,0.5,0.5,0,0,0,1,0,5400,801.7059579,11.05,1105,1069,524,545,100,100,152508,78031.2,74476.8,414.0324205,429.4834891,190635,86
3242,25,5,0,0.7,0.1,0,0,0,1,0,5400,886.4518021,12.15,1215,1182,1063,119,100,100,164823.2,149949.6,14873.6,835.5541897,92.72670472,206029,89
3252,25,5,0,0.6,0.5,0,0,0,1,0,5400,799.4571072,11.08,1108,1066,532,534,100,100,147808.8,70168,77640.8,419.241079,425.1575218,184761,91
3253,25,5,0,0.7,0.5,0,0,0,1,0,5400,759.7089444,10.45,1045,1013,497,516,100,100,146012.8,71550.4,74462.4,391.7781596,404.6209901,182516,92
3255,25,5,0,0.9,0.5,0,0,0,1,0,5400,785.2075964,10.9,1090,1047,541,506,99,100,148101.6,68714.4,79387.2,426.4102764,399.0194817,185127,85
3254,25,5,0,0.8,0.5,0,0,0,1,0,5400,740.9571026,10.24,1024,988,516,472,99,100,151276.8,75367.2,75909.6,403.6269932,375.7392976,189096,85
3256,25,5,0,0.995,0.5,0,0,0,1,0,5400,689.9611413,9.55,955,920,472,448,98,100,144919.2,80487.2,64432,375.6816744,356.4740583,181149,86
3257,25,5,0,0,0.9,0,0,0,1,0,5400,846.7055864,11.61,1161,1129,117,1012,98,100,159797.6,14024.8,145772.8,91.29571703,796.2242126,199747,88
3259,25,5,0,0.2,0.9,0,0,0,1,0,5400,872.2044334,12.21,1221,1163,121,1042,100,100,157918.4,14529.6,143388.8,96.11431434,828.9561893,197398,85
3260,25,5,0,0.3,0.9,0,0,0,1,0,5400,686.2116728,9.43,943,915,83,832,100,100,131816,12150.4,119665.6,65.94004159,657.9571966,164770,85
3262,25,5,0,0.5,0.9,0,0,0,1,0,5400,594.7166612,8.35,835,793,87,706,97,100,126101.6,16028.8,110072.8,71.78885847,569.1601296,157627,85
3264,25,5,0,0.7,0.9,0,0,0,1,0,5400,281.9782693,3.95,395,376,22,354,41,41,73930.4,2604.8,71325.6,17.9992062,285.1344414,92413,16
3261,25,5,0,0.4,0.9,0,0,0,1,0,5400,616.4638966,8.55,855,822,72,750,99,100,126749.6,10532,116217.6,58.97803808,595.6145018,158437,88
3263,25,5,0,0.6,0.9,0,0,0,1,0,5400,458.2232069,6.4,640,611,72,539,84,91,94308,8894.4,85413.6,56.19729289,431.6551607,117885,78
3258,25,5,0,0.1,0.9,0,0,0,1,0,5400,856.4552453,11.87,1187,1142,104,1038,99,100,155852,15320.8,140531.2,82.7453194,821.3258149,194815,87
3265,25,5,0,0.8,0.9,0,0,0,1,0,5400,353.9786588,4.84,484,472,49,423,50,52,76306.4,7284,69022.4,38.12278107,333.7789001,95383,32
3266,25,5,0,0.9,0.9,0,0,0,1,0,5400,229.4836663,3.2,320,306,0,306,25,26,63050.4,0,63050.4,0,241.818215,78813,1
3269,25,5,0,0.1,0.1,0,0,0,0,1,5400,899.9517167,12.38,1238,1200,1089,111,100,100,164068,147802.4,16265.6,851.8173435,87.6825309,205085,82
3268,25,5,0,0,0.1,0,0,0,0,1,5400,779.2065052,10.81,1081,1039,927,112,99,100,153116,137120.8,15995.2,736.283109,87.12636434,191395,86
3270,25,5,0,0.2,0.1,0,0,0,0,1,5400,826.4542234,11.46,1146,1102,999,103,99,100,163451.2,146086.4,17364.8,789.8741201,81.10719419,204314,91
3267,25,5,0,0.995,0.9,0,0,0,1,0,5400,215.9802229,3.02,302,288,11,277,28,28,66757.6,2490.4,64267.2,8.999238741,223.2865938,83447,4
3272,25,5,0,0.4,0.1,0,0,0,0,1,5400,832.4542153,11.53,1153,1110,988,122,98,100,164545.6,145792.8,18752.8,781.8992074,95.95052037,205682,83
3273,25,5,0,0.5,0.1,0,0,0,0,1,5400,906.7034901,12.51,1251,1209,1082,127,100,100,160937.6,145531.2,15406.4,851.4930377,101.3140449,201172,90
3274,25,5,0,0.6,0.1,0,0,0,0,1,5400,833.9551472,11.51,1151,1112,1011,101,97,100,162140,147112,15028,793.7488047,78.15790822,202675,87
3275,25,5,0,0.7,0.1,0,0,0,0,1,5400,913.451452,12.67,1267,1218,1102,116,100,100,166082.4,147528.8,18553.6,864.2736848,93.79433008,207603,99
3276,25,5,0,0.8,0.1,0,0,0,0,1,5400,780.708537,10.82,1082,1041,970,71,96,100,159809.6,137580,22229.6,766.8204751,55.90570495,199762,85
3277,25,5,0,0.9,0.1,0,0,0,0,1,5400,854.9561096,11.73,1173,1140,1045,95,96,100,166259.2,148089.6,18169.6,816.2922586,73.86319925,207824,96
3278,25,5,0,0.995,0.1,0,0,0,0,1,5400,851.2070367,11.84,1184,1135,1054,81,96,100,166244.8,145672.8,20572,838.1117488,63.83746197,207806,86
3271,25,5,0,0.3,0.1,0,0,0,0,1,5400,853.4545046,11.73,1173,1138,1026,112,99,100,157549.6,144350.4,13199.2,800.1184016,87.30221761,196937,82
3279,25,5,0,0,0.5,0,0,0,0,1,5400,887.2027464,12.24,1224,1183,580,603,100,100,163860,86056.8,77803.2,457.4924539,474.5449856,204825,86
3281,25,5,0,0.2,0.5,0,0,0,0,1,5400,876.7033046,12.06,1206,1169,585,584,100,100,159427.2,79309.6,80117.6,456.8882706,459.7817718,199284,85
3280,25,5,0,0.1,0.5,0,0,0,0,1,5400,794.2071026,11.08,1108,1059,538,521,97,100,159469.6,75400,84069.6,427.3457162,413.5868174,199337,92
3282,25,5,0,0.3,0.5,0,0,0,0,1,5400,863.9530699,11.96,1196,1152,582,570,100,100,160786.4,79948,80838.4,459.7880737,451.131552,200983,83
3283,25,5,0,0.4,0.5,0,0,0,0,1,5400,826.4556087,11.49,1149,1102,548,554,99,100,160084,83023.2,77060.8,435.4558825,434.6514636,200105,89
3284,25,5,0,0.5,0.5,0,0,0,0,1,5400,823.4570624,11.47,1147,1098,564,534,98,100,157548,84138.4,73409.6,448.6367953,426.2025773,196935,90
3286,25,5,0,0.7,0.5,0,0,0,0,1,5400,785.2069095,10.98,1098,1047,523,524,96,100,163932,82476,81456,416.0248014,418.7501134,204915,82
3287,25,5,0,0.8,0.5,0,0,0,0,1,5400,815.9561693,11.14,1114,1088,535,553,99,100,153038.4,72730.4,80308,417.2152801,431.3629657,191298,84
3288,25,5,0,0.9,0.5,0,0,0,0,1,5400,668.9655263,9.31,931,892,527,365,87,100,165276,76040,89236,420.4517729,289.5852276,206595,82
3289,25,5,0,0.995,0.5,0,0,0,0,1,5400,608.2176092,8.61,861,811,484,327,86,100,161878.4,73918.4,87960,387.7961746,263.5481196,202348,88
3290,25,5,0,0,0.9,0,0,0,0,1,5400,846.7032818,11.68,1168,1129,130,999,98,100,165924.8,14632.8,151292,100.1080333,784.2537759,207406,89
3291,25,5,0,0.1,0.9,0,0,0,0,1,5400,884.2035033,12.23,1223,1179,124,1055,99,100,163059.2,15626.4,147432.8,97.03272666,829.436208,203824,91
3285,25,5,0,0.6,0.5,0,0,0,0,1,5400,914.203968,12.5,1250,1219,616,603,98,100,164520,83058.4,81461.6,480.1183718,468.4313617,205650,84
3292,25,5,0,0.2,0.9,0,0,0,0,1,5400,865.4537169,11.93,1193,1154,115,1039,100,100,158254.4,14722.4,143532,92.42675121,817.3061526,197818,89
3293,25,5,0,0.3,0.9,0,0,0,0,1,5400,845.2041821,11.71,1171,1127,109,1018,99,100,161198.4,18256,142942.4,86.8506716,803.187581,201498,81
3294,25,5,0,0.4,0.9,0,0,0,0,1,5400,878.9527354,12.03,1203,1172,98,1074,98,100,168743.2,21610.4,147132.8,78.11214484,834.505049,210929,87
3295,25,5,0,0.5,0.9,0,0,0,0,1,5400,863.95181,11.91,1191,1152,103,1049,100,100,164305.6,15610.4,148695.2,83.87647959,821.9608219,205382,84
3297,25,5,0,0.7,0.9,0,0,0,0,1,5400,870.7024834,12.04,1204,1161,125,1036,98,100,168044.8,15963.2,152081.6,100.1513731,816.7597844,210056,83
3296,25,5,0,0.6,0.9,0,0,0,0,1,5400,836.2043252,11.62,1162,1115,120,995,100,100,157779.2,13626.4,144152.8,93.15208767,786.6372118,197224,86
3299,25,5,0,0.9,0.9,0,0,0,0,1,5400,373.4830891,5.23,523,498,101,397,72,100,151407.2,11426.4,139980.8,77.94651744,323.9322278,189259,82
3300,25,5,0,0.995,0.9,0,0,0,0,1,5400,130.4936513,1.97,197,174,23,151,53,93,111952,4396.8,107555.2,20.24866296,128.8921494,139940,81
